8190CL21VAS1250                 510.000 06122018                      510.000 is greater than available qty.
8190CL21VAS1310                  60.000 06122018                       60.000 is greater than available qty.
8190CL21WY75740                 620.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21WY75770                 620.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZG2961C                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZG2964C                 540.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZG2966C                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZG2970C                 180.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ87600                 319.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ87660                 298.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ87760                 340.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ87840                 316.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ87890                 306.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ88000                 310.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ88090                 448.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ88300                 205.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ89380                 248.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ89530                 422.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ89650                 305.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ89740                 344.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ89830                 292.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ89940                 358.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ90040                 344.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ90160                 271.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ90320                 409.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ90390                 352.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ90570                  20.000 06122018                       20.000 is greater than available qty.
8190CL21ZQ91900                 450.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ91970                 322.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZQ92030                 365.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZR45000                  40.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZR45070                  20.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT95340                  40.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT95740                  19.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT95930                  39.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT96440                  20.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT96950                  20.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT97170                  20.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL21ZT97850                  20.000 06122018                No data for reduction.
8190CL51VAR9970                 270.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51VAR9980                  13.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51VAS0030                  30.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51W53460B                 188.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51W53461B                 141.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51W53462B                  82.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51W53463B                  85.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24230                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24240                 720.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24250                 540.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24260                 180.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24270                1080.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24290                 180.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24310                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24410                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG24460                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG25220                 900.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG2961A                 180.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG2964A                 180.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZG2966A                 360.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ29960                 220.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ2996B                  60.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ29970                 196.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ2997B                 120.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ29980                 220.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ2998B                  60.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ29990                 194.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZJ2999B                 120.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ87570                 223.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ87630                 265.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ87730                 227.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ87810                 220.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ87860                 288.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ87970                 302.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ88060                 351.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ88130                 238.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ89350                 195.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ89480                 349.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ89610                 349.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ89700                 244.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ89800                 265.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ89910                 188.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ90000                 243.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ90110                 211.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ90280                 305.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ90360                 218.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ91680                 206.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ91920                 232.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ91990                 170.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ92370                  94.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ92390                  51.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ92900                  94.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ92930                  97.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ93030                  80.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ93070                  59.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ93090                  54.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ93110                  47.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
8190CL51ZQ93130                  97.000 06122018                Registration of Production completion Slip results data(YMAK3070) went wrong.
