8190           8190ZU10790           FL518190FL91000000003.000                    20180927MB1B                9I4    
8190           8190ZT43800           FL218190FL51000000016.000                    20180927MB1B                9I4    
8190           8190ZT43850           FL218190FL51000000014.000                    20180927MB1B                9I4    
8190           8190ZU24320           FL218190FL51000000001.000                    20180927MB1B                9I4    
8190           8190ZT44180           FL218190FL51000000006.000                    20180927MB1B                9I4    
8190           8190ZT44660           FL218190FL51000000012.000                    20180927MB1B                9I4    
8190           8190ZT44730           FL218190FL51000000014.000                    20180927MB1B                9I4    
8190           8190ZT44810           FL218190FL51000000019.000                    20180927MB1B                9I4    
8190           8190ZT44880           FL218190FL51000000001.000                    20180927MB1B                9I4    
8190           8190ZT45170           FL218190FL51000000001.000                    20180927MB1B                9I4    
8190           8190ZT45450           FL218190FL51000000003.000                    20180927MB1B                9I4    
8190           8190ZU06480           FL218190FL51000000014.000                    20180927MB1B                9I4    
8190           8190ZT45800           FL218190FL51000000003.000                    20180927MB1B                9I4    
8190           8190ZU11650           FL518190FL91000000007.000                    20180927MB1B                9I4    
8190           8190ZU02230           FL518190FL91000000010.000                    20180927MB1B                9I4    
8190           8190ZU24290           FL518190FL91000000010.000                    20180927MB1B                9I4    
8190           8190ZQ52610           FL518190FL91000000029.000                    20180927MB1B                9I4    
8190           8190ZU02340           FL518190FL91000000010.000                    20180927MB1B                9I4    
8190           8190ZU06270           FL218190FL51000000002.000                    20180927MB1B                9I4    
8190           8190ZT43980           FL518190FL91000000010.000                    20180927MB1B                9I4    
8190           8190ZQ13360           FL518190FL91000000025.000                    20180927MB1B                9I4    
8190           8190ZT43760           FL518190FL91000000010.000                    20180927MB1B                9I4    
8190           8190ZT44020           FLA18190FL51000000095.000                    20180927MB1B                9I4    
8190           8190ZT45640           FL218190FL51000000002.000                    20180927MB1B                9I4    
8190           8190ZT45710           FL218190FL51000000001.000                    20180927MB1B                9I4    
8190           8190ZU02770           FL218190FL51000000007.000                    20180927MB1B                9I4    
8190           8190ZT91470           FL218190FL51000000014.000                    20180927MB1B                9I4    
8190           8190ZT45170           FL218190FL51000000005.000                    20180927MB1B                9I4    
8190           8190ZT91380           FL218190FL51000000009.000                    20180927MB1B                9I4    
8190           8190ZT45260           FL218190FL51000000008.000                    20180927MB1B                9I4    
8190           8190ZT45980           FL218190FL51000000019.000                    20180927MB1B                9I4    
