8190           8190WZ45010           SX918191FSTK000000004.000                    20181228MB1B                9P1    
8190           8190WZ44910           CL918191FSTK000000020.000                    20181228MB1B                9P1    
8190           8190ZS98380           FL918191FSTK000000010.000                    20181228MB1B                9P1    
8190           8190ZQ91620           SX518190SX91000000004.000                    20181217MB1B                9I4    
8190           8190ZQ86960           SX518190SX91000000002.000                    20181228MB1B                9I4    
8190           8190ZQ91220           SX518190SX91000000003.000                    20181217MB1B                9I4    
8190           8190ZQ95720           SX518190SX91000000003.000                    20181217MB1B                9I4    
8190           8190ZQ94930           SX518190SX91000000014.000                    20181226MB1B                9I4    
8190           8190ZQ91500           SX518190SX91000000001.000                    20181217MB1B                9I4    
8190           8190ZQ95120           SX518190SX91000000040.000                    20181226MB1B                9I4    
8190           8190WZ91390           SX518190SX91000000006.000                    20181217MB1B                9I4    
8190           8190ZQ94710           SX518190SX91000000050.000                    20181217MB1B                9I4    
8190           8190ZQ95210           SX518190SX91000000022.000                    20181217MB1B                9I4    
8190           8190ZH50350           SX518190SX91000000003.000                    20181213MB1B                9I4    
8190           8190ZQ91240           SX518190SX91000000007.000                    20181217MB1B                9I4    
8190           8190ZQ91820           SX518190SX91000000007.000                    20181213MB1B                9I4    
8190           8190ZQ90970           SX518190SX91000000011.000                    20181217MB1B                9I4    
8190           8190ZQ94570           SX518190SX91000000060.000                    20181226MB1B                9I4    
8190           8190ZQ88970           SX518190SX91000000001.000                    20181228MB1B                9I4    
8190           8190ZQ85050           SX518190SX91000000003.000                    20181228MB1B                9I4    
8190           8190ZQ88620           SX518190SX91000000002.000                    20181228MB1B                9I4    
8190           8190ZQ86220           SX518190SX91000000002.000                    20181228MB1B                9I4    
8190           8190ZQ95100           SX518190SX91000000001.000                    20181228MB1B                9I4    
8190           8190ZQ94950           SX518190SX91000000120.000                    20181226MB1B                9I4    
8190           8190ZQ88970           SX518190SX91000000020.000                    20181217MB1B                9I4    
8190           8190ZQ91020           SX518190SX91000000002.000                    20181217MB1B                9I4    
8190           8190ZQ91080           SX518190SX91000000002.000                    20181217MB1B                9I4    
8190           8190ZQ94910           SX518190SX91000000014.000                    20181217MB1B                9I4    
8190           8190ZQ91060           SX518190SX91000000001.000                    20181221MB1B                9I4    
8190           8190ZQ94930           SX518190SX91000000060.000                    20181226MB1B                9I4    
8190           8190ZQ91020           SX518190SX91000000008.000                    20181213MB1B                9I4    
8190           8190ZQ92750           SX518190SX91000000012.000                    20181213MB1B                9I4    
8190           8190ZQ91280           SX518190SX91000000001.000                    20181217MB1B                9I4    
8190           8190ZQ94910           SX518190SX91000000019.000                    20181226MB1B                9I4    
8190           8190ZQ86670           SX518190SX91000000015.000                    20181212MB1B                9I4    
8190           8190ZT96440           CL218190LA0R000000001.000                    20181213MB1B                9I4    
8190           8190WQ4642B           SX518190SX91000000009.000                    20181214MB1B                9I4    
8190           8190ZQ94890           SX518190SX91000000061.000                    20181212MB1B                9I4    
8190           8190ZQ99460           SX518190SX91000000002.000                    20181212MB1B                9I4    
8190           8190ZQ95720           SX518190SX91000000037.000                    20181226MB1B                9I4    
8190           8190ZQ94930           SX518190SX91000000037.000                    20181226MB1B                9I4    
8190           8190ZQ95210           SX518190SX91000000060.000                    20181226MB1B                9I4    
8190           8190ZQ91060           SX518190SX91000000003.000                    20181213MB1B                9I4    
8190           8190ZQ91080           SX518190SX91000000004.000                    20181213MB1B                9I4    
8190           8190ZQ91000           SX518190SX91000000005.000                    20181217MB1B                9I4    
8190           8190ZQ91560           SX518190SX91000000002.000                    20181217MB1B                9I4    
8190           8190ZQ91280           SX518190SX91000000002.000                    20181217MB1B                9I4    
8190           8190ZQ91020           SX518190SX91000000003.000                    20181212MB1B                9I4    
8190           8190WZ91370           SX518190SX91000000001.000                    20181212MB1B                9I4    
