8190           8190W93547C           SX518190SX91000000012.000                    20171101MB1B                9I4    Deficit of SL Unrestricted-use 1 PC : W93547C 8190 SX91
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190WK0455A           SX518190SX91000000008.000                    20171101MB1B                9I3    Deficit of SL Unrestricted-use 8 PC : WK0455A 8190 SX51
8190           8190ZR23750           CL218190CL51000000020.000                    20171102MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZR23750 8190 CL21
8190           8190ZR23750           CL218190CL51000000020.000                    20171102MB1B                9I3    Deficit of SL Unrestricted-use 20 PC : ZR23750 8190 CL21
